transcript_id	gene_id	gene_name
NM_001270644_3	Gm20765	Gm20765
NM_001270900_4	Gm8764	Gm8764
NM_001270899_2	Gm6763	Gm6763
NM_001270898_2	Gm21293	Gm21293
NM_001177535_4	Gm4340	Gm4340
NM_001270642_2	Gm21312	Gm21312
NM_001270901_3	Gm21304	Gm21304
NM_001270644_4	Gm20765	Gm20765
NM_001270900_5	Gm8764	Gm8764
NM_001270642	Gm21312	Gm21312
NM_001270898_1	Gm21293	Gm21293
NM_001270899_3	Gm6763	Gm6763
NM_001270901_2	Gm21304	Gm21304
NM_001270644_5	Gm20765	Gm20765
NM_001270900_6	Gm8764	Gm8764
NM_001270899_4	Gm6763	Gm6763
NM_001270898	Gm21293	Gm21293
NM_001270642_6	Gm21312	Gm21312
NM_001270901_1	Gm21304	Gm21304
NM_001270644_6	Gm20765	Gm20765
NR_105838	Mir6411	Mir6411
NM_177368	Tmtc2	Tmtc2
NR_038032	Gm15663	Gm15663
NM_207522	Mettl25	Mettl25
NM_025602	Ccdc59	Ccdc59
NM_177373	Ppfia2	Ppfia2
NM_001205341	Ppfia2	Ppfia2
NR_131027	4930532I03Rik	4930532I03Rik
NR_131026	4930532I03Rik	4930532I03Rik
NM_001142804	Acss3	Acss3
NM_198636	Acss3	Acss3
NM_001039354	Lin7a	Lin7a
NM_001033223	Lin7a	Lin7a
NM_001284329	Lin7a	Lin7a
NM_008656	Myf5	Myf5
NM_008657	Myf6	Myf6
NM_001081432	Ptprq	Ptprq
NM_001177567	Otogl	Otogl
NR_131147	Gm29685	Gm29685
NM_027892	Ppp1r12a	Ppp1r12a
NM_054056	Pawr	Pawr
NM_009306	Syt1	Syt1
NM_001252341	Syt1	Syt1
NM_001252342	Syt1	Syt1
NM_203660	Gm5136	Gm5136
NM_001081035	Nav3	Nav3
NR_028438	9230102K24Rik	9230102K24Rik
NM_178609	E2f7	E2f7
NR_045979	1700020G17Rik	1700020G17Rik
NM_007792	Csrp2	Csrp2
NM_172554	Zdhhc17	Zdhhc17
NM_001003717	Osbpl8	Osbpl8
NM_175489	Osbpl8	Osbpl8
NM_027914	Bbs10	Bbs10
NM_015781	Nap1l1	Nap1l1
NM_001146707	Nap1l1	Nap1l1
NR_033603	Gm5176	Gm5176
NM_009344	Phlda1	Phlda1
NR_045344	4933440J02Rik	4933440J02Rik
NR_046029	Gm20758	Gm20758
NM_178610	Krr1	Krr1
NM_028608	Glipr1	Glipr1
NM_027018	Glipr1l1	Glipr1l1
NM_026223	Glipr1l2	Glipr1l2
NM_178278	Caps2	Caps2
NM_001025581	Kcnc2	Kcnc2
NR_040579	1700010J16Rik	1700010J16Rik
NM_001033474	Atxn7l3b	Atxn7l3b
NR_035418	Mir669h	Mir669h
NM_146241	Trhde	Trhde
NM_173391	Tph2	Tph2
NM_025706	Tbc1d15	Tbc1d15
NM_024454	Rab21	Rab21
NM_133683	Tmem19	Tmem19
NM_025780	Thap2	Thap2
NM_001033261	Zfc3h1	Zfc3h1
NM_010195	Lgr5	Lgr5
NM_029982	A930009A15Rik	A930009A15Rik
NM_001168679	Tspan8	Tspan8
NM_001168680	Tspan8	Tspan8
NM_146010	Tspan8	Tspan8
NM_011217	Ptprr	Ptprr
NM_001161855	4933416C03Rik	4933416C03Rik
NM_001161837	Ptprr	Ptprr
NM_001161839	Ptprr	Ptprr
NM_001161840	Ptprr	Ptprr
NM_001161838	Ptprr	Ptprr
NM_029928	Ptprb	Ptprb
NM_021452	Kcnmb4	Kcnmb4
NR_028107	Kcnmb4os1	Kcnmb4os1
NR_130644	Kcnmb4os2	Kcnmb4os2
NM_028082	Cnot2	Cnot2
NM_001037847	Cnot2	Cnot2
NM_001037846	Cnot2	Cnot2
NR_024327	Cnot2	Cnot2
NM_001037848	Cnot2	Cnot2
NR_045345	1700030O20Rik	1700030O20Rik
NR_131036	4930579P08Rik	4930579P08Rik
NM_001033333	Myrfl	Myrfl
NM_001003950	Rab3ip	Rab3ip
NR_038026	4933412E12Rik	4933412E12Rik
NR_038025	4933412E12Rik	4933412E12Rik
NR_027847	D630029K05Rik	D630029K05Rik
NR_027846	D630029K05Rik	D630029K05Rik
NM_001007583	Best3	Best3
NM_146242	Lrrc10	Lrrc10
NM_007636	Cct2	Cct2
NM_177798	Frs2	Frs2
NM_026570	Yeats4	Yeats4
NM_029906	9530003J23Rik	9530003J23Rik
NM_017372	Lyz2	Lyz2
NM_013590	Lyz1	Lyz1
NM_001013391	Cpsf6	Cpsf6
NM_027468	Cpm	Cpm
NM_001288586	Mdm2	Mdm2
NM_010786	Mdm2	Mdm2
NM_029875	Slc35e3	Slc35e3
NM_134010	Nup107	Nup107
NM_024457	Rap1b	Rap1b
NR_045342	4933411E08Rik	4933411E08Rik
NM_148922	Mdm1	Mdm1
NM_001162905	Mdm1	Mdm1
NM_001162904	Mdm1	Mdm1
NM_010785	Mdm1	Mdm1
NM_016971	Il22	Il22
NM_054079	Iltifb	Iltifb
NM_008337	Ifng	Ifng
NR_104123	Tmevpg1	Tmevpg1
NM_001014390	Dyrk2	Dyrk2
NR_110482	Gm38403	Gm38403
NR_045348	1700064J06Rik	1700064J06Rik
NM_027994	Cand1	Cand1
NR_126085	4930477N07Rik	4930477N07Rik
NR_126086	4930477N07Rik	4930477N07Rik
NR_040578	1700025F24Rik	1700025F24Rik
NM_133442	Grip1	Grip1
NM_001277292	Grip1	Grip1
NM_001277293	Grip1	Grip1
NR_045359	Grip1os2	Grip1os2
NM_001277294	Grip1	Grip1
NM_130891	Grip1	Grip1
NM_028736	Grip1	Grip1
NR_131760	Grip1os1	Grip1os1
NM_001277295	Grip1	Grip1
NR_102387	Grip1	Grip1
NM_080446	Helb	Helb
NM_028679	Irak3	Irak3
NM_026617	Tmbim4	Tmbim4
NM_025431	Llph	Llph
NM_010441	Hmga2	Hmga2
NR_040626	9230105E05Rik	9230105E05Rik
NR_030434	Mir763	Mir763
NR_038003	4921513I03Rik	4921513I03Rik
NR_038000	4921513I03Rik	4921513I03Rik
NM_177092	Msrb3	Msrb3
NR_038023	Gm15910	Gm15910
NM_001081193	Lemd3	Lemd3
NM_011915	Wif1	Wif1
NM_029057	Tbc1d30	Tbc1d30
NM_029364	Gns	Gns
NM_138956	Rassf3	Rassf3
NM_019786	Tbk1	Tbk1
NM_001081056	Xpot	Xpot
NM_177335	D930020B18Rik	D930020B18Rik
NM_173022	BC048403	BC048403
NM_001242411	Srgap1	Srgap1
NM_001081037	Srgap1	Srgap1
NR_004052	Gm9079	Gm9079
NM_153059	Tmem5	Tmem5
NR_027637	Gm4489	Gm4489
NM_016847	Avpr1a	Avpr1a
NR_040616	A130077B15Rik	A130077B15Rik
NM_001110218	Ppm1h	Ppm1h
NM_176919	Ppm1h	Ppm1h
NR_106182	Mir8104	Mir8104
NR_029527	Mirlet7i	Mirlet7i
NM_001163025	Mon2	Mon2
NM_001163024	Mon2	Mon2
NM_153395	Mon2	Mon2
NM_001301628	Usp15	Usp15
NM_027604	Usp15	Usp15
NM_001252387	Fam19a2	Fam19a2
NR_045514	Fam19a2	Fam19a2
NM_182807	Fam19a2	Fam19a2
NR_028310	4930503E24Rik	4930503E24Rik
NM_011391	Slc16a7	Slc16a7
NM_177152	Lrig3	Lrig3
NR_105841	Mir378d	Mir378d
NR_131015	4930484H19Rik	4930484H19Rik
NM_026858	Xrcc6bp1	Xrcc6bp1
NM_001159559	Xrcc6bp1	Xrcc6bp1
NM_001113470	Ctdsp2	Ctdsp2
NR_029803	Mir26a-2	Mir26a-2
NM_146012	Ctdsp2	Ctdsp2
NR_030259	Mir546	Mir546
NM_009635	Avil	Avil
NM_025537	Tsfm	Tsfm
NM_001205036	Mettl21b	Mettl21b
NM_010792	Mettl1	Mettl1
NM_010009	Cyp27b1	Cyp27b1
NM_001033262	March9	March9
NM_009870	Cdk4	Cdk4
NM_025982	Tspan31	Tspan31
NR_040660	LOC100504703	LOC100504703
NM_001301014	Agap2	Agap2
NM_001033263	Agap2	Agap2
NM_177614	Os9	Os9
NM_001171026	Os9	Os9
NR_045166	B4galnt1	B4galnt1
NM_001244617	B4galnt1	B4galnt1
NM_008080	B4galnt1	B4galnt1
NM_001244618	B4galnt1	B4galnt1
NM_027739	B4galnt1	B4galnt1
NM_177615	Slc26a10	Slc26a10
NM_001166413	Arhgef25	Arhgef25
NM_028027	Arhgef25	Arhgef25
NM_030714	Dtx3	Dtx3
NR_045716	F420014N23Rik	F420014N23Rik
NR_045715	F420014N23Rik	F420014N23Rik
NM_054097	Pip4k2c	Pip4k2c
NM_001039000	Kif5a	Kif5a
NM_008447	Kif5a	Kif5a
NM_001190454	Dctn2	Dctn2
NM_001190453	Dctn2	Dctn2
NM_027151	Dctn2	Dctn2
NM_033072	Mbd6	Mbd6
NM_007837	Ddit3	Ddit3
NM_001290183	Ddit3	Ddit3
NM_001003913	Mars	Mars
NM_001171582	Mars	Mars
NM_001285785	Arhgap9	Arhgap9
NM_146011	Arhgap9	Arhgap9
NM_010296	Gli1	Gli1
NM_008382	Inhbe	Inhbe
NM_010565	Inhbc	Inhbc
NM_001168292	R3hdm2	R3hdm2
NM_027900	R3hdm2	R3hdm2
NM_001168293	R3hdm2	R3hdm2
NM_177707	Stac3	Stac3
NM_001098789	Ndufa4l2	Ndufa4l2
NM_028230	Shmt2	Shmt2
NM_001252316	Shmt2	Shmt2
NM_183297	Nxph4	Nxph4
NM_008512	Lrp1	Lrp1
NM_009284	Stat6	Stat6
NM_001122895	Nab2	Nab2
NM_008668	Nab2	Nab2
NR_045171	1700012D01Rik	1700012D01Rik
NM_001113211	Tmem194	Tmem194
NM_173732	Tmem194	Tmem194
NM_001081219	Myo1a	Myo1a
NM_001199971	Tac2	Tac2
NM_009312	Tac2	Tac2
NM_198035	Zbtb39	Zbtb39
NM_007412	Gpr182	Gpr182
NM_080436	Rdh1	Rdh1
NM_153133	Rdh9	Rdh9
NM_009040	Rdh16	Rdh16
NR_037604	Rdh18-ps	Rdh18-ps
NM_147222	Rdh19	Rdh19
NM_145424	BC089597	BC089597
NM_017473	Rdh7	Rdh7
NM_001150749	Rdh7	Rdh7
NM_027301	Sdr9c7	Sdr9c7
NM_013786	Hsd17b6	Hsd17b6
NM_008921	Prim1	Prim1
NM_001282976	Naca	Naca
NM_013608	Naca	Naca
NM_001113199	Naca	Naca
NM_019766	Ptges3	Ptges3
NM_016774	Atp5b	Atp5b
NR_030442	Mir677	Mir677
NM_054078	Baz2a	Baz2a
NM_001039080	Rbms2	Rbms2
NM_019711	Rbms2	Rbms2
NM_001285779	Gls2	Gls2
NM_001285777	Gls2	Gls2
NM_001033264	Gls2	Gls2
NM_025716	Spryd4	Spryd4
NM_008600	Mip	Mip
NM_001164080	Timeless	Timeless
NM_001164081	Timeless	Timeless
NM_001136082	Timeless	Timeless
NM_011589	Timeless	Timeless
NM_133996	Apon	Apon
NM_133997	Apof	Apof
NM_019963	Stat2	Stat2
NM_031252	Il23a	Il23a
NM_133992	Pan2	Pan2
NM_001252327	Pan2	Pan2
NM_001252326	Pan2	Pan2
NM_019953	Cnpy2	Cnpy2
NM_026444	Cs	Cs
NM_001081040	Coq10a	Coq10a
NM_172790	Ankrd52	Ankrd52
NR_105879	Mir6914	Mir6914
NR_105880	Mir6915	Mir6915
NM_028051	Slc39a5	Slc39a5
NM_028092	Slc39a5	Slc39a5
NM_001136237	Slc39a5	Slc39a5
NM_027257	Nabp2	Nabp2
NM_026259	Rnf41	Rnf41
NR_104289	Rnf41	Rnf41
NM_001164237	Rnf41	Rnf41
NR_104288	Rnf41	Rnf41
NR_104290	Rnf41	Rnf41
NR_106183	Mir8105	Mir8105
NM_001114096	Smarcc2	Smarcc2
NM_001114097	Smarcc2	Smarcc2
NM_198160	Smarcc2	Smarcc2
NM_010860	Myl6	Myl6
NM_172259	Myl6b	Myl6b
NR_131151	A430046D13Rik	A430046D13Rik
NR_131150	A430046D13Rik	A430046D13Rik
NM_011843	Esyt1	Esyt1
NR_105881	Mir6916	Mir6916
NM_134003	Zc3h10	Zc3h10
NM_018860	Rpl41	Rpl41
NM_011119	Pa2g4	Pa2g4
NM_010153	Erbb3	Erbb3
NR_105882	Mir6917	Mir6917
NM_013765	Rps26	Rps26
NM_011772	Ikzf4	Ikzf4
NM_173733	Suox	Suox
NM_177411	Rab5b	Rab5b
NM_016756	Cdk2	Cdk2
NM_183417	Cdk2	Cdk2
NM_021882	Pmel	Pmel
NM_016811	Dgka	Dgka
NM_001253705	Wibg	Wibg
NM_030100	Wibg	Wibg
NM_001253704	Wibg	Wibg
NM_001170869	Wibg	Wibg
NM_001164197	Mmp19	Mmp19
NM_021412	Mmp19	Mmp19
NM_178066	Tmem198b	Tmem198b
NM_028873	Dnajc14	Dnajc14
NM_024180	Ormdl2	Ormdl2
NM_025364	Sarnp	Sarnp
NM_010272	Gdf11	Gdf11
NM_001042580	Cd63	Cd63
NM_001282966	Cd63	Cd63
NM_007653	Cd63	Cd63
NM_134006	Rdh5	Rdh5
NM_015740	Bloc1s1	Bloc1s1
NM_008398	Itga7	Itga7
NM_027853	Mettl7b	Mettl7b
NM_146861	Olfr9	Olfr9
NM_146862	Olfr763	Olfr763
NM_001085477	Olfr765	Olfr765
NM_146318	Olfr767	Olfr767
NM_146864	Olfr768	Olfr768
NM_146267	Olfr769	Olfr769
NM_146863	Olfr770	Olfr770
NM_146547	Olfr771	Olfr771
NM_146266	Olfr772	Olfr772
NM_207008	Olfr773	Olfr773
NM_207620	Olfr774	Olfr774
NM_146545	Olfr775	Olfr775
NM_207559	Olfr776	Olfr776
NM_146544	Olfr777	Olfr777
NM_146284	Olfr780	Olfr780
NM_146728	Olfr781	Olfr781
NM_001011797	Olfr782	Olfr782
NM_146729	Olfr784	Olfr784
NM_001305430	Olfr785	Olfr785
NM_146549	Olfr786	Olfr786
NM_001011822	Olfr787	Olfr787
NM_146551	Olfr788	Olfr788
NM_001305433	Olfr789	Olfr789
NM_146933	Olfr790	Olfr790
NM_146930	Olfr791	Olfr791
NM_001011849	Olfr792	Olfr792
NM_146378	Olfr794	Olfr794
NM_146931	Olfr796	Olfr796
NM_146556	Olfr798	Olfr798
NM_146927	Olfr799	Olfr799
NM_146548	Olfr800	Olfr800
NR_030454_7	Mir684-1	Mir684-1
NM_146285	Olfr801	Olfr801
NM_146932	Olfr802	Olfr802
NM_146554	Olfr803	Olfr803
NM_001011821	Olfr804	Olfr804
NM_146555	Olfr805	Olfr805
NM_146553	Olfr806	Olfr806
NM_146929	Olfr807	Olfr807
NM_146928	Olfr808	Olfr808
NM_146324	Olfr809	Olfr809
NM_146550	Olfr810	Olfr810
NM_146552	Olfr811	Olfr811
NM_146795	Olfr812	Olfr812
NM_207147	Olfr813	Olfr813
NM_207159	Olfr814	Olfr814
NM_146670	Olfr815	Olfr815
NM_146672	Olfr816	Olfr816
NM_146777	Olfr818	Olfr818
NM_001165944	Olfr819	Olfr819
NM_146269	Olfr247	Olfr247
NM_146269_1	Olfr247	Olfr247
NM_146675	Olfr820	Olfr820
NM_146776	Olfr821	Olfr821
NM_146671	Olfr822	Olfr822
NM_146673	Olfr823	Olfr823
NM_146674	Olfr824	Olfr824
NM_146677	Olfr825	Olfr825
NM_146676	Olfr826	Olfr826
NM_146300	Olfr827	Olfr827
NM_007501	Neurod4	Neurod4
NM_183264	Tespa1	Tespa1
NM_001081448	Vmn2r84	Vmn2r84
NM_001102602	Vmn2r85	Vmn2r85
NM_001103365	Vmn2r86	Vmn2r86
NM_001103366	Vmn2r87	Vmn2r87
NR_003517	Pisd-ps1	Pisd-ps1
NM_030207	Sfi1	Sfi1
NM_001166548	Eif4enif1	Eif4enif1
NM_023743	Eif4enif1	Eif4enif1
NM_001166547	Eif4enif1	Eif4enif1
NM_001166549	Eif4enif1	Eif4enif1
NR_037301	Mir3470a	Mir3470a
NM_007879	Drg1	Drg1
NR_045108	Patz1	Patz1
NR_045109	Patz1	Patz1
NM_019574	Patz1	Patz1
NM_001253690	Patz1	Patz1
NM_001253691	Patz1	Patz1
NR_045708	Gm11944	Gm11944
NM_178149	Pik3ip1	Pik3ip1
NM_010718	Limk2	Limk2
NM_001034030	Limk2	Limk2
NM_173053	Limk2	Limk2
NR_110959	Rnf185	Rnf185
NM_145355	Rnf185	Rnf185
NM_001290473	Rnf185	Rnf185
NM_001290472	Rnf185	Rnf185
NR_028317	8430429K09Rik	8430429K09Rik
NR_045275	8430429K09Rik	8430429K09Rik
NR_045276	8430429K09Rik	8430429K09Rik
NM_172791	Pla2g3	Pla2g3
NM_172439	Inpp5j	Inpp5j
NM_053267	Selm	Selm
NM_001284428	Smtn	Smtn
NM_013870	Smtn	Smtn
NM_001159284	Smtn	Smtn
NM_001284429	Smtn	Smtn
NM_001284427	Smtn	Smtn
NR_110490	Tug1	Tug1
NR_002321	Tug1	Tug1
NR_002322	Tug1	Tug1
NM_001159288	Morc2a	Morc2a
NM_198162	Morc2a	Morc2a
NM_001302630	Osbp2	Osbp2
NM_152818	Osbp2	Osbp2
NM_001302631	Osbp2	Osbp2
NM_026150	4921536K21Rik	4921536K21Rik
NM_173745	Dusp18	Dusp18
NM_153142	Slc35e4	Slc35e4
NM_001130459	Tcn2	Tcn2
NM_015749	Tcn2	Tcn2
NM_001130458	Tcn2	Tcn2
NM_022889	Pes1	Pes1
NM_001177703	Gal3st1	Gal3st1
NM_016922	Gal3st1	Gal3st1
NM_001177691	Gal3st1	Gal3st1
NM_146013	Sec14l4	Sec14l4
NM_001029937	Sec14l3	Sec14l3
NM_026443	Mtfp1	Mtfp1
NM_144520	Sec14l2	Sec14l2
NM_027859	Rnf215	Rnf215
NR_037220	Mir3060	Mir3060
NM_177616	Ccdc157	Ccdc157
NM_001164620	Ccdc157	Ccdc157
NM_026175	Sf3a1	Sf3a1
NM_134023	Tbc1d10a	Tbc1d10a
NM_028022	Gatsl3	Gatsl3
NM_001013365	Osm	Osm
NM_008501	Lif	Lif
NM_001039537	Lif	Lif
NM_029458	Hormad2	Hormad2
NM_028860	Mtmr3	Mtmr3
NR_027798	Gm11961	Gm11961
NR_027797	Gm11961	Gm11961
NM_029291	Ascc2	Ascc2
NM_197979	Uqcr10	Uqcr10
NM_026015	Zmat5	Zmat5
NM_138948	Cabp7	Cabp7
NM_001252252	Nf2	Nf2
NM_001252250	Nf2	Nf2
NM_010898	Nf2	Nf2
NM_001252251	Nf2	Nf2
NM_001252253	Nf2	Nf2
NM_008698	Nipsnap1	Nipsnap1
NR_105883	Mir6918	Mir6918
NM_172438	Thoc5	Thoc5
NR_102683	AA413626	AA413626
NM_010904	Nefh	Nefh
NM_001243043	Ap1b1	Ap1b1
NM_007454	Ap1b1	Ap1b1
NM_001243044	Ap1b1	Ap1b1
NM_001190406	Gas2l1	Gas2l1
NM_030228	Gas2l1	Gas2l1
NM_145216	Rasl10a	Rasl10a
NM_001190408	Gas2l1	Gas2l1
NM_144560	Gas2l1	Gas2l1
NM_007968	Ewsr1	Ewsr1
NM_001283061	Ewsr1	Ewsr1
NM_001283062	Ewsr1	Ewsr1
NM_001283063	Ewsr1	Ewsr1
NM_001290492	Rhbdd3	Rhbdd3
NM_001290491	Rhbdd3	Rhbdd3
NM_177370	Rhbdd3	Rhbdd3
NR_110961	Rhbdd3	Rhbdd3
NM_001290493	Rhbdd3	Rhbdd3
NM_080595	Emid1	Emid1
NM_032396	Kremen1	Kremen1
NR_037240	Mir3079	Mir3079
NM_001080924	Znrf3	Znrf3
NM_001290501	Znrf3	Znrf3
NM_013842	Xbp1	Xbp1
NM_001271730	Xbp1	Xbp1
NM_134033	Ccdc117	Ccdc117
NM_023816	Ankrd36	Ankrd36
NM_026080	Mrps24	Mrps24
NM_178623	Urgcp	Urgcp
NM_001077661	Urgcp	Urgcp
NR_015577	2210015D19Rik	2210015D19Rik
NM_001146309	Dbnl	Dbnl
NM_001146308	Dbnl	Dbnl
NM_013810	Dbnl	Dbnl
NM_018870	Pgam2	Pgam2
NM_017401	Polm	Polm
NM_001291857	Aebp1	Aebp1
NM_009636	Aebp1	Aebp1
NM_008894	Pold2	Pold2
NM_022879	Myl7	Myl7
NM_001287386	Gck	Gck
NM_010292	Gck	Gck
NM_019661	Ykt6	Ykt6
NM_001174054	Camk2b	Camk2b
NM_001174053	Camk2b	Camk2b
NM_007595	Camk2b	Camk2b
NM_173748	Nudcd3	Nudcd3
NR_029471	Rps15a-ps6	Rps15a-ps6
NM_207242	Npc1l1	Npc1l1
NM_026538	Ddx56	Ddx56
NM_134020	Tmed4	Tmed4
NM_010956	Ogdh	Ogdh
NM_001252282	Ogdh	Ogdh
NM_001252283	Ogdh	Ogdh
NM_001252287	Ogdh	Ogdh
NM_001252288	Ogdh	Ogdh
NM_001005867	Zmiz2	Zmiz2
NM_028601	Zmiz2	Zmiz2
NR_106109	Mir7651	Mir7651
NM_008907	Ppia	Ppia
NM_029938	H2afv	H2afv
NM_011221	Purb	Purb
NM_178440	Myo1g	Myo1g
NR_045893	Gm11974	Gm11974
NM_001190343	Ccm2	Ccm2
NM_146014	Ccm2	Ccm2
NM_001190344	Ccm2	Ccm2
NM_001081652	Nacad	Nacad
NM_001130457	Tbrg4	Tbrg4
NM_134011	Tbrg4	Tbrg4
NR_034042	Snora5c	Snora5c
NM_011709	Wap	Wap
NR_028586	Gm11978	Gm11978
NM_019511	Ramp3	Ramp3
NR_046025	Gm11981	Gm11981
NM_009622	Adcy1	Adcy1
NR_045101	Gm11985	Gm11985
NM_008341	Igfbp1	Igfbp1
NM_008343	Igfbp3	Igfbp3
NM_001083587	Tns3	Tns3
NR_130178	Hus1	Hus1
NM_001303532	Hus1	Hus1
NM_001303610	Hus1	Hus1
NM_008316	Hus1	Hus1
NM_001290519	Sun3	Sun3
NM_177576	Sun3	Sun3
NM_001290520	Sun3	Sun3
NM_001037928	Gm11992	Gm11992
NM_001159401	Upp1	Upp1
NM_009477	Upp1	Upp1
NM_001159402	Upp1	Upp1
NM_178259	Abca13	Abca13
NM_177033	Vwc2	Vwc2
NM_015785	Zpbp	Zpbp
NM_001185153	Zpbp	Zpbp
NM_028669	4930415F15Rik	4930415F15Rik
NM_001305143	4930512M02Rik	4930512M02Rik
NM_009578	Ikzf1	Ikzf1
NM_001025597	Ikzf1	Ikzf1
NM_001301868	Ikzf1	Ikzf1
NM_001301866	Ikzf1	Ikzf1
NM_001301865	Ikzf1	Ikzf1
NM_001301863	Ikzf1	Ikzf1
NM_021891	Fignl1	Fignl1
NM_001163359	Fignl1	Fignl1
NM_001163360	Fignl1	Fignl1
NM_001190448	Ddc	Ddc
NM_016672	Ddc	Ddc
NR_045178	1700042O10Rik	1700042O10Rik
NM_010345	Grb10	Grb10
NM_001177629	Grb10	Grb10
NM_172496	Cobl	Cobl
NM_001282994	Cobl	Cobl
NM_001282993	Cobl	Cobl
NR_131011	4930554G24Rik	4930554G24Rik
NR_045918	1700046C09Rik	1700046C09Rik
NM_001164166	Pom121l12	Pom121l12
NM_001290539	Vstm2a	Vstm2a
NM_145967	Vstm2a	Vstm2a
NM_001109972	Sec61g	Sec61g
NM_001109971	Sec61g	Sec61g
NM_011343	Sec61g	Sec61g
NM_207655	Egfr	Egfr
NM_007912	Egfr	Egfr
NR_110422	Eldr	Eldr
NR_110425	Eldr	Eldr
NR_110423	Eldr	Eldr
NR_110421	Eldr	Eldr
NR_110424	Eldr	Eldr
NM_176982	Fbxo48	Fbxo48
NM_019549	Plek	Plek
NM_029861	Cnrip1	Cnrip1
NM_024459	Ppp3r1	Ppp3r1
NM_025443	Pno1	Pno1
NM_178909	Wdr92	Wdr92
NM_020558	C1d	C1d
NM_026576	Etaa1	Etaa1
NR_131916	Etaa1os	Etaa1os
NR_131915	Etaa1os	Etaa1os
NR_131129	Gm12018	Gm12018
NM_001193271	Meis1	Meis1
NM_010789	Meis1	Meis1
NR_046037	4933406G16Rik	4933406G16Rik
NM_033523	Spred2	Spred2
NM_146243	Actr2	Actr2
NM_008996	Rab1	Rab1
NM_172260	Cep68	Cep68
NM_018861	Slc1a4	Slc1a4
NM_021372	Sertad2	Sertad2
NM_001038625	Sertad2	Sertad2
NM_001290545	Aftph	Aftph
NM_001252503	Aftph	Aftph
NM_181411	Aftph	Aftph
NM_173752	Lgalsl	Lgalsl
NM_023324	Peli1	Peli1
NM_139061	Vps54	Vps54
NM_001290628	Vps54	Vps54
NM_001290634	Ugp2	Ugp2
NM_139297	Ugp2	Ugp2
NR_035454	Mir1933	Mir1933
NR_028259	4932414J04Rik	4932414J04Rik
NM_008618	Mdh1	Mdh1
NM_145425	Wdpcp	Wdpcp
NM_011023	Otx1	Otx1
NM_153078	Ehbp1	Ehbp1
NM_001252515	Ehbp1	Ehbp1
NM_153596	Tmem17	Tmem17
NM_016888	B3gnt2	B3gnt2
NM_001169114	B3gnt2	B3gnt2
NM_144514	Commd1	Commd1
NM_011663	Zrsr1	Zrsr1
NM_009837	Cct4	Cct4
NM_028672	Fam161a	Fam161a
NR_131065	1700061J23Rik	1700061J23Rik
NM_001035226	Xpo1	Xpo1
NM_134014	Xpo1	Xpo1
NM_001190401	Usp34	Usp34
NM_001290654	Ahsa2	Ahsa2
NM_172391	Ahsa2	Ahsa2
NM_001290655	Ahsa2	Ahsa2
NM_001110133	1700093K21Rik	1700093K21Rik
NM_026105	1700093K21Rik	1700093K21Rik
NR_004857	Gm12060	Gm12060
NM_027860	0610010F05Rik	0610010F05Rik
NM_023651	Pex13	Pex13
NM_028956	Pus10	Pus10
NM_001033654	Pus10	Pus10
NM_028304	Pus10	Pus10
NM_009044	Rel	Rel
NM_172555	Papolg	Papolg
NM_001242934	Bcl11a	Bcl11a
NM_001159289	Bcl11a	Bcl11a
NM_016707	Bcl11a	Bcl11a
NM_001159290	Bcl11a	Bcl11a
NR_045857	4933430M04Rik	4933430M04Rik
NR_033491	Gm10466	Gm10466
NR_045853	4933427E13Rik	4933427E13Rik
NR_027973	5730522E02Rik	5730522E02Rik
NR_105791	Mir6372	Mir6372
NM_025923	Fancl	Fancl
NM_001277273	Fancl	Fancl
NR_102382	Fancl	Fancl
NM_027260	Vrk2	Vrk2
NM_001252447	Vrk2	Vrk2
NR_002890	Gm12070	Gm12070
NM_001166661	Ccdc85a	Ccdc85a
NM_181577	Ccdc85a	Ccdc85a
NR_045906	2810471M01Rik	2810471M01Rik
NR_030419	Mir216b	Mir216b
NR_106152	Mir216c	Mir216c
NR_029797	Mir216a	Mir216a
NR_029828	Mir217	Mir217
NM_146015	Efemp1	Efemp1
NM_027869	Pnpt1	Pnpt1
NM_134034	Smek2	Smek2
NM_025740	Cfap36	Cfap36
NM_176841	Ccdc88a	Ccdc88a
NM_001163454	Prorsd1	Prorsd1
NM_026465	Prorsd1	Prorsd1
NM_001282119	Mtif2	Mtif2
NM_001282118	Mtif2	Mtif2
NM_001282120	Mtif2	Mtif2
NM_133767	Mtif2	Mtif2
NM_001033865	Rps27a	Rps27a
NM_024277	Rps27a	Rps27a
NM_001163521	Clhc1	Clhc1
NM_028504	Clhc1	Clhc1
NM_194054	Rtn4	Rtn4
NM_194052	Rtn4	Rtn4
NM_194053	Rtn4	Rtn4
NM_194051	Rtn4	Rtn4
NM_024226	Rtn4	Rtn4
NM_146016	Eml6	Eml6
NM_176829	4931440F15Rik	4931440F15Rik
NM_175836	Sptbn1	Sptbn1
NM_009260	Sptbn1	Sptbn1
NM_001100394	4930505A04Rik	4930505A04Rik
NM_029344	Acyp2	Acyp2
NM_134013	Psme4	Psme4
NM_175490	Gpr75	Gpr75
NM_025745	Erlec1	Erlec1
NM_023906	Asb3	Asb3
NM_026527	Chac2	Chac2
NM_001290667	Chac2	Chac2
NM_011491	Stc2	Stc2
NM_001024919	Bod1	Bod1
NR_102314	D630024D03Rik	D630024D03Rik
